,drug_name,drug_id,target_name,target_id,disease_name,disease_id,knowledge_source_r1,knowledge_source_r2
10738,carteolol,CHEBI:3437,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10739,metipranolol,CHEBI:6897,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10740,metipranolol,CHEBI:6897,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10741,metipranolol,CHEBI:6897,ADRB1,NCBIGene:153,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10742,metipranolol,CHEBI:6897,ADRB1,NCBIGene:153,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10743,paclitaxel,CHEBI:45863,TUBB2B,NCBIGene:347733,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10744,paclitaxel,CHEBI:45863,TUBB1,NCBIGene:81027,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10745,paclitaxel,CHEBI:45863,TUBB6,NCBIGene:84617,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10746,paclitaxel,CHEBI:45863,TUBB,NCBIGene:203068,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10747,paclitaxel,CHEBI:45863,TUBB3,NCBIGene:10381,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10748,paclitaxel,CHEBI:45863,TUBB8,NCBIGene:347688,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10749,paclitaxel,CHEBI:45863,CYP1B1,NCBIGene:1545,open-angle glaucoma,MONDO:0005338,infores:hpo-annotations,infores:drugcentral
10750,paclitaxel,CHEBI:45863,TUBB4A,NCBIGene:10382,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10751,paclitaxel,CHEBI:45863,TUBB2A,NCBIGene:7280,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10752,paclitaxel,CHEBI:45863,TUBB4B,NCBIGene:10383,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10753,travoprost,CHEBI:188986,PTGFR,NCBIGene:5737,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10754,travoprost,CHEBI:188986,PTGFR,NCBIGene:5737,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10755,timolol,CHEBI:9599,ADRB1,NCBIGene:153,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10756,timolol,CHEBI:9599,ADRB1,NCBIGene:153,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10757,timolol,CHEBI:9599,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10758,timolol,CHEBI:9599,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10759,(-)-adrenaline,CHEBI:28918,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10760,(-)-adrenaline,CHEBI:28918,ADRB2,NCBIGene:154,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10761,(-)-adrenaline,CHEBI:28918,ADRB1,NCBIGene:153,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10762,(-)-adrenaline,CHEBI:28918,ADRB1,NCBIGene:153,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10763,(-)-adrenaline,CHEBI:28918,ADRA1A,NCBIGene:148,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10764,(-)-adrenaline,CHEBI:28918,ADRA1A,NCBIGene:148,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10765,(-)-adrenaline,CHEBI:28918,ADRA1B,NCBIGene:147,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10766,(-)-adrenaline,CHEBI:28918,ADRA1B,NCBIGene:147,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10767,(-)-adrenaline,CHEBI:28918,ADRA2B,NCBIGene:151,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10768,(-)-adrenaline,CHEBI:28918,ADRA2B,NCBIGene:151,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10769,(-)-adrenaline,CHEBI:28918,ADRA2A,NCBIGene:150,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10770,(-)-adrenaline,CHEBI:28918,ADRA2A,NCBIGene:150,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10771,(-)-adrenaline,CHEBI:28918,ADRA1D,NCBIGene:146,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10772,(-)-adrenaline,CHEBI:28918,ADRA1D,NCBIGene:146,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10773,(-)-adrenaline,CHEBI:28918,ADRA2C,NCBIGene:152,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10774,(-)-adrenaline,CHEBI:28918,ADRA2C,NCBIGene:152,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10775,acetazolamide,CHEBI:27690,CA14,NCBIGene:23632,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10776,acetazolamide,CHEBI:27690,CA2,NCBIGene:760,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10777,acetazolamide,CHEBI:27690,CA2,NCBIGene:760,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10778,acetazolamide,CHEBI:27690,CA12,NCBIGene:771,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10779,acetazolamide,CHEBI:27690,CA12,NCBIGene:771,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10780,acetazolamide,CHEBI:27690,CA1,NCBIGene:759,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10781,acetazolamide,CHEBI:27690,CA1,NCBIGene:759,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10782,acetazolamide,CHEBI:27690,CA7,NCBIGene:766,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10783,acetazolamide,CHEBI:27690,CA7,NCBIGene:766,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10784,acetazolamide,CHEBI:27690,CA4,NCBIGene:762,open-angle glaucoma,MONDO:0005338,infores:drugcentral,infores:drugcentral
10785,acetazolamide,CHEBI:27690,CA4,NCBIGene:762,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10786,acetazolamide,CHEBI:27690,CA3,NCBIGene:761,open-angle glaucoma,MONDO:0005338,infores:drugmechdb,infores:drugcentral
10787,finasteride,CHEBI:5062,SRD5A2,NCBIGene:6716,androgenetic alopecia,MONDO:0005339,infores:tiga,everycure_indication_list
10788,finasteride,CHEBI:5062,SRD5A2,NCBIGene:6716,androgenetic alopecia,MONDO:0005339,infores:disgenet,everycure_indication_list
10789,dutasteride,CHEBI:521033,SRD5A2,NCBIGene:6716,androgenetic alopecia,MONDO:0005339,infores:tiga,everycure_indication_list
10790,dutasteride,CHEBI:521033,SRD5A2,NCBIGene:6716,androgenetic alopecia,MONDO:0005339,infores:disgenet,everycure_indication_list
10791,prednisone,CHEBI:8382,NR3C1,NCBIGene:2908,alopecia areata,MONDO:0005340,infores:drugcentral,everycure_indication_list
10792,methylprednisolone,CHEBI:6888,NR3C1,NCBIGene:2908,alopecia areata,MONDO:0005340,infores:drugcentral,everycure_indication_list
10793,clobetasol propionate,CHEBI:31414,NR3C1,NCBIGene:2908,alopecia areata,MONDO:0005340,infores:drugcentral,everycure_indication_list
10794,betamethasone,CHEBI:3077,NR3C1,NCBIGene:2908,alopecia areata,MONDO:0005340,infores:drugcentral,everycure_indication_list
10795,sonidegib,CHEBI:90863,SMO,NCBIGene:6608,skin basal cell carcinoma,MONDO:0005341,infores:eram,everycure_indication_list
10796,sonidegib,CHEBI:90863,SMO,NCBIGene:6608,skin basal cell carcinoma,MONDO:0005341,infores:drugcentral,everycure_indication_list
10797,sonidegib,CHEBI:90863,SMO,NCBIGene:6608,skin basal cell carcinoma,MONDO:0005341,infores:ctd,everycure_indication_list
10798,vismodegib,CHEBI:66903,SMO,NCBIGene:6608,skin basal cell carcinoma,MONDO:0005341,infores:eram,everycure_indication_list
10799,vismodegib,CHEBI:66903,SMO,NCBIGene:6608,skin basal cell carcinoma,MONDO:0005341,infores:drugcentral,everycure_indication_list
10800,vismodegib,CHEBI:66903,SMO,NCBIGene:6608,skin basal cell carcinoma,MONDO:0005341,infores:ctd,everycure_indication_list
10801,vismodegib,CHEBI:66903,SHH,NCBIGene:6469,skin basal cell carcinoma,MONDO:0005341,infores:drugcentral,everycure_indication_list
10802,5-fluorouracil,CHEBI:46345,TERT,NCBIGene:7015,skin basal cell carcinoma,MONDO:0005341,infores:tiga,everycure_indication_list
10803,5-fluorouracil,CHEBI:46345,TERT,NCBIGene:7015,skin basal cell carcinoma,MONDO:0005341,infores:eram,everycure_indication_list
10804,5-fluorouracil,CHEBI:46345,TERT,NCBIGene:7015,skin basal cell carcinoma,MONDO:0005341,infores:ctd,everycure_indication_list
10805,prednisone,CHEBI:8382,ALB,NCBIGene:213,hepatitis B virus infection,MONDO:0005344,infores:hetionet,everycure_indication_list
10806,ciprofibrate,CHEBI:50867,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:disgenet,infores:drugcentral
10807,ciprofibrate,CHEBI:50867,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:ctd,infores:drugcentral
10808,ciprofibrate,CHEBI:50867,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10809,EPA,CHEBI:28364,PPARG,NCBIGene:5468,hypertriglyceridemia,MONDO:0005347,infores:hpo-annotations,everycure_indication_list
10810,icosapent,CHEBI:84883,DGAT1,NCBIGene:8694,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10811,fenofibrate,CHEBI:5001,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:disgenet,infores:drugcentral
10812,fenofibrate,CHEBI:5001,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:ctd,infores:drugcentral
10813,fenofibrate,CHEBI:5001,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10814,pravastatin,CHEBI:63618,HMGCR,NCBIGene:3156,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10815,simvastatin,CHEBI:9150,HMGCR,NCBIGene:3156,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10816,rosuvastatin,CHEBI:38545,HMGCR,NCBIGene:3156,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10817,gemfibrozil,CHEBI:5296,LPL,NCBIGene:4023,hypertriglyceridemia,MONDO:0005347,infores:ctd,infores:drugcentral
10818,gemfibrozil,CHEBI:5296,LPL,NCBIGene:4023,hypertriglyceridemia,MONDO:0005347,infores:disgenet,infores:drugcentral
10819,gemfibrozil,CHEBI:5296,LPL,NCBIGene:4023,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10820,gemfibrozil,CHEBI:5296,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:disgenet,infores:drugcentral
10821,gemfibrozil,CHEBI:5296,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:ctd,infores:drugcentral
10822,gemfibrozil,CHEBI:5296,PPARA,NCBIGene:5465,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10823,nicotinic acid,CHEBI:15940,HCAR2,NCBIGene:338442,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10824,nicotinic acid,CHEBI:15940,HCAR3,NCBIGene:8843,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10825,lovastatin,CHEBI:40303,HMGCR,NCBIGene:3156,hypertriglyceridemia,MONDO:0005347,infores:drugmechdb,infores:drugcentral
10826,methylprednisolone,CHEBI:6888,NR3C1,NCBIGene:2908,keloid,MONDO:0005348,infores:drugmechdb,everycure_indication_list
10827,fluocinolone acetonide,CHEBI:5108,NR3C1,NCBIGene:2908,keloid,MONDO:0005348,infores:drugmechdb,everycure_indication_list
10828,triamcinolone,CHEBI:9667,NR3C1,NCBIGene:2908,keloid,MONDO:0005348,infores:drugmechdb,infores:drugcentral
10829,tranilast,CHEBI:77572,HRH1,NCBIGene:3269,keloid,MONDO:0005348,infores:drugmechdb,infores:drugcentral
10830,chlorpromazine,CHEBI:3647,HTR2A,NCBIGene:3356,conduct disorder,MONDO:0005352,infores:hetionet,everycure_indication_list
10831,chlorpromazine,CHEBI:3647,DRD4,NCBIGene:1815,conduct disorder,MONDO:0005352,infores:hetionet,everycure_indication_list
10832,haloperidol,CHEBI:5613,HTR2A,NCBIGene:3356,conduct disorder,MONDO:0005352,infores:hetionet,everycure_indication_list
10833,haloperidol,CHEBI:5613,DRD4,NCBIGene:1815,conduct disorder,MONDO:0005352,infores:hetionet,everycure_indication_list
10834,ribavirin,CHEBI:63580,IMPDH1,NCBIGene:3614,chronic hepatitis C virus infection,MONDO:0005354,infores:drugmechdb,infores:drugcentral
10835,prednisone,CHEBI:8382,CYP2C19,NCBIGene:1557,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10836,prednisone,CHEBI:8382,CYP2C19,NCBIGene:1557,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10837,prednisone,CHEBI:8382,CYP3A4,NCBIGene:1576,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10838,prednisone,CHEBI:8382,CYP3A4,NCBIGene:1576,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10839,prednisone,CHEBI:8382,ALB,NCBIGene:213,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10840,prednisone,CHEBI:8382,ALB,NCBIGene:213,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10841,prednisone,CHEBI:8382,ABCB1,NCBIGene:5243,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10842,prednisone,CHEBI:8382,ABCB1,NCBIGene:5243,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10843,prednisolone,CHEBI:8378,CYP3A4,NCBIGene:1576,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10844,prednisolone,CHEBI:8378,CYP3A4,NCBIGene:1576,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10845,prednisolone,CHEBI:8378,ABCB1,NCBIGene:5243,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10846,prednisolone,CHEBI:8378,ABCB1,NCBIGene:5243,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10847,prednisolone,CHEBI:8378,CYP2A6,NCBIGene:1548,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10848,prednisolone,CHEBI:8378,CYP2A6,NCBIGene:1548,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10849,prednisolone,CHEBI:8378,SERPINA6,NCBIGene:866,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10850,prednisolone,CHEBI:8378,SERPINA6,NCBIGene:866,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10851,acetazolamide,CHEBI:27690,CA3,NCBIGene:761,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10852,acetazolamide,CHEBI:27690,CYP3A4,NCBIGene:1576,drug-induced liver injury,MONDO:0005359,infores:ctd,everycure_indication_list
10853,acetazolamide,CHEBI:27690,CYP3A4,NCBIGene:1576,drug-induced liver injury,MONDO:0005359,infores:disgenet,everycure_indication_list
10854,budesonide,CHEBI:3207,NR3C1,NCBIGene:2908,eosinophilic esophagitis,MONDO:0005361,infores:drugcentral,infores:drugcentral
10855,tadalafil,CHEBI:71940,PDE11A,NCBIGene:50940,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10856,tadalafil,CHEBI:71940,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10857,tadalafil,CHEBI:71940,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugmechdb,infores:drugcentral
10858,vardenafil,CHEBI:46295,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10859,vardenafil,CHEBI:46295,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugmechdb,infores:drugcentral
10860,vardenafil,CHEBI:46295,PDE11A,NCBIGene:50940,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10861,avanafil,CHEBI:66876,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10862,avanafil,CHEBI:66876,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugmechdb,infores:drugcentral
10863,sildenafil,CHEBI:9139,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10864,sildenafil,CHEBI:9139,PDE5A,NCBIGene:8654,erectile dysfunction,MONDO:0005362,infores:drugmechdb,infores:drugcentral
10865,PGE1,CHEBI:15544,PTGER1,NCBIGene:5731,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10866,PGE1,CHEBI:15544,PTGER2,NCBIGene:5732,erectile dysfunction,MONDO:0005362,infores:drugcentral,infores:drugcentral
10867,PGE1,CHEBI:15544,PTGER2,NCBIGene:5732,erectile dysfunction,MONDO:0005362,infores:drugmechdb,infores:drugcentral
10868,carbimazole,CHEBI:617099,TPO,NCBIGene:7173,Graves disease,MONDO:0005364,infores:drugcentral,infores:drugcentral
10869,carbimazole,CHEBI:617099,TPO,NCBIGene:7173,Graves disease,MONDO:0005364,infores:drugmechdb,infores:drugcentral
10870,metformin,CHEBI:6801,NDUFA13,NCBIGene:51079,hearing loss disorder,MONDO:0005365,infores:hpo-annotations,everycure_indication_list
10871,metformin,CHEBI:6801,NDUFAF4,NCBIGene:29078,hearing loss disorder,MONDO:0005365,infores:hpo-annotations,everycure_indication_list
10872,metformin,CHEBI:6801,NDUFA9,NCBIGene:4704,hearing loss disorder,MONDO:0005365,infores:hpo-annotations,everycure_indication_list
10873,metformin,CHEBI:6801,NDUFB11,NCBIGene:54539,hearing loss disorder,MONDO:0005365,infores:hpo-annotations,everycure_indication_list
10874,estradiol valerate,CHEBI:16469,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10875,estradiol valerate,CHEBI:16469,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10876,estradiol valerate,CHEBI:16469,CYP1A1,NCBIGene:1543,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10877,estradiol valerate,CHEBI:16469,CYP1A1,NCBIGene:1543,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10878,estradiol valerate,CHEBI:16469,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10879,estradiol valerate,CHEBI:16469,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10880,estradiol valerate,CHEBI:16469,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10881,levonorgestrel,CHEBI:6443,CYP19A1,NCBIGene:1588,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10882,levonorgestrel,CHEBI:6443,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10883,levonorgestrel,CHEBI:6443,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10884,levonorgestrel,CHEBI:6443,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10885,levonorgestrel,CHEBI:6443,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10886,levonorgestrel,CHEBI:6443,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10887,letrozole,CHEBI:6413,CYP19A1,NCBIGene:1588,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10888,ethinylestradiol,CHEBI:4903,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10889,ethinylestradiol,CHEBI:4903,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10890,clomiphene,CHEBI:3752,CYP19A1,NCBIGene:1588,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10891,clomiphene,CHEBI:3752,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10892,clomiphene,CHEBI:3752,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10893,clomiphene,CHEBI:3752,CYP1A1,NCBIGene:1543,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10894,clomiphene,CHEBI:3752,CYP1A1,NCBIGene:1543,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10895,progesterone,CHEBI:17026,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10896,progesterone,CHEBI:17026,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10897,progesterone,CHEBI:17026,AR,NCBIGene:367,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10898,progesterone,CHEBI:17026,CYP1A1,NCBIGene:1543,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10899,progesterone,CHEBI:17026,CYP1A1,NCBIGene:1543,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10900,progesterone,CHEBI:17026,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10901,progesterone,CHEBI:17026,ESR1,NCBIGene:2099,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10902,progesterone,CHEBI:17026,CYP17A1,NCBIGene:1586,male infertility,MONDO:0005372,infores:hpo-annotations,everycure_indication_list
10903,progesterone,CHEBI:17026,CYP17A1,NCBIGene:1586,male infertility,MONDO:0005372,infores:ctd,everycure_indication_list
10904,progesterone,CHEBI:17026,CYP17A1,NCBIGene:1586,male infertility,MONDO:0005372,infores:disgenet,everycure_indication_list
10905,prednisone,CHEBI:8382,ALB,NCBIGene:213,membranous glomerulonephritis,MONDO:0005376,infores:hetionet,everycure_indication_list
10906,prednisone,CHEBI:8382,ALB,NCBIGene:213,membranous glomerulonephritis,MONDO:0005376,infores:ctd,everycure_indication_list
10907,prednisone,CHEBI:8382,ALB,NCBIGene:213,membranous glomerulonephritis,MONDO:0005376,infores:disgenet,everycure_indication_list
10908,prednisone,CHEBI:8382,ALB,NCBIGene:213,membranous glomerulonephritis,MONDO:0005376,infores:eram,everycure_indication_list
10909,prednisolone,CHEBI:8378,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10910,prednisolone,CHEBI:8378,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,infores:drugcentral
10911,prednisolone,CHEBI:8378,SERPINA6,NCBIGene:866,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10912,spironolactone,CHEBI:9241,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,everycure_indication_list
10913,spironolactone,CHEBI:9241,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,everycure_indication_list
10914,spironolactone,CHEBI:9241,SHBG,NCBIGene:6462,nephrotic syndrome,MONDO:0005377,infores:drugcentral,everycure_indication_list
10915,ethacrynic acid,CHEBI:4876,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:eram,everycure_indication_list
10916,ethacrynic acid,CHEBI:4876,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:disgenet,everycure_indication_list
10917,ethacrynic acid,CHEBI:4876,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:ctd,everycure_indication_list
10918,furosemide,CHEBI:47426,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:eram,everycure_indication_list
10919,furosemide,CHEBI:47426,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:disgenet,everycure_indication_list
10920,furosemide,CHEBI:47426,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:ctd,everycure_indication_list
10921,triamcinolone,CHEBI:9667,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10922,triamcinolone,CHEBI:9667,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,infores:drugcentral
10923,triamcinolone,CHEBI:9667,SERPINA6,NCBIGene:866,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10924,betamethasone,CHEBI:3077,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10925,betamethasone,CHEBI:3077,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,infores:drugcentral
10926,methylprednisolone,CHEBI:6888,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10927,methylprednisolone,CHEBI:6888,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,infores:drugcentral
10928,cortisol,CHEBI:5783,SHBG,NCBIGene:6462,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10929,cortisol,CHEBI:5783,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10930,cortisol,CHEBI:5783,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,infores:drugcentral
10931,prednisone,CHEBI:8382,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugcentral,infores:drugcentral
10932,prednisone,CHEBI:8382,NR3C1,NCBIGene:2908,nephrotic syndrome,MONDO:0005377,infores:drugmechdb,infores:drugcentral
10933,prednisone,CHEBI:8382,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:eram,infores:drugcentral
10934,prednisone,CHEBI:8382,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:disgenet,infores:drugcentral
10935,prednisone,CHEBI:8382,ALB,NCBIGene:213,nephrotic syndrome,MONDO:0005377,infores:ctd,infores:drugcentral
10936,amoxapine,CHEBI:2675,SLC6A4,NCBIGene:6532,neurotic disorder,MONDO:0005379,infores:ctd,everycure_indication_list
10937,amoxapine,CHEBI:2675,HTR7,NCBIGene:3363,neurotic disorder,MONDO:0005379,infores:ctd,everycure_indication_list
