target_id,target_name,disease_id,disease_name,edge_name
NCBIGene:5894,raf1,MONDO:0012691,leopard syndrome 2,biolink:target_for
NCBIGene:5894,raf1,MONDO:0014396,dilated cardiomyopathy 1nn,biolink:target_for
NCBIGene:695,btk,MONDO:0010421,bruton-type agammaglobulinemia,biolink:target_for
NCBIGene:695,btk,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:target_for
NCBIGene:59067,il21,DOID:12177,common variable immunodeficiency,biolink:target_for
NCBIGene:3248,hpgd,MONDO:0024546,"hypertrophic osteoarthropathy, primary, autosomal recessive, 1",biolink:target_for
NCBIGene:3248,hpgd,MONDO:0015466,cranio-osteoarthropathy,biolink:target_for
NCBIGene:3248,hpgd,MONDO:0007343,isolated congenital digital clubbing,biolink:target_for
NCBIGene:3248,hpgd,MONDO:0024546,"hypertrophic osteoarthropathy, primary, autosomal recessive, 1",biolink:target_for
NCBIGene:3248,hpgd,MONDO:0015466,cranio-osteoarthropathy,biolink:target_for
NCBIGene:3248,hpgd,MONDO:0007343,isolated congenital digital clubbing,biolink:target_for
NCBIGene:3845,kras,MONDO:0018874,acute myeloid leukemia,biolink:target_for
NCBIGene:3845,kras,MONDO:0011908,juvenile myelomonocytic leukemia,biolink:target_for
NCBIGene:3845,kras,MONDO:0012371,noonan syndrome 3,biolink:target_for
NCBIGene:3845,kras,MONDO:0001056,gastric cancer,biolink:target_for
NCBIGene:3845,kras,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:3845,kras,MONDO:0014112,cardiofaciocutaneous syndrome 2,biolink:target_for
NCBIGene:3845,kras,MONDO:0010854,toriello-lacassie-droste syndrome,biolink:target_for
NCBIGene:3845,kras,MONDO:0008097,linear nevus sebaceous syndrome,biolink:target_for
NCBIGene:1956,egfr,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:1956,egfr,MONDO:0014481,"inflammatory skin and bowel disease, neonatal, 2",biolink:target_for
NCBIGene:1956,egfr,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:1956,egfr,MONDO:0014481,"inflammatory skin and bowel disease, neonatal, 2",biolink:target_for
NCBIGene:1956,egfr,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:1956,egfr,MONDO:0014481,"inflammatory skin and bowel disease, neonatal, 2",biolink:target_for
NCBIGene:8737,ripk1,MONDO:0020849,immunodeficiency 57,biolink:target_for
NCBIGene:8737,ripk1,MONDO:0030018,autoinflammation with episodic fever and lymphadenopathy,biolink:target_for
NCBIGene:7068,thrb,MONDO:0008569,"thyroid hormone resistance, generalized, autosomal dominant",biolink:target_for
NCBIGene:7068,thrb,MONDO:0010131,"thyroid hormone resistance, generalized, autosomal recessive",biolink:target_for
NCBIGene:7068,thrb,MONDO:0007784,selective pituitary resistance to thyroid hormone,biolink:target_for
NCBIGene:7067,thra,MONDO:0018612,congenital hypothyroidism,biolink:target_for
NCBIGene:6654,sos1,MONDO:0007609,"fibromatosis, gingival, 1",biolink:target_for
NCBIGene:6654,sos1,MONDO:0012547,noonan syndrome 4,biolink:target_for
NCBIGene:10524,kat5,MONDO:0030852,"neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities",biolink:target_for
NCBIGene:84148,kat8,MONDO:0033547,li-ghorbani-weisz-hubshman syndrome,biolink:target_for
NCBIGene:23522,kat6b,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:23522,kat6b,MONDO:0011365,"blepharophimosis - intellectual disability syndrome, sbbys type",biolink:target_for
NCBIGene:23522,kat6b,MONDO:0011640,genitopatellar syndrome,biolink:target_for
NCBIGene:9451,eif2ak3,MONDO:0009192,wolcott-rallison syndrome,biolink:target_for
NCBIGene:1642,ddb1,MONDO:0859169,white-kernohan syndrome,biolink:target_for
NCBIGene:3795,khk,MONDO:0009252,essential fructosuria,biolink:target_for
NCBIGene:2146,ezh2,MONDO:0010193,weaver syndrome,biolink:target_for
NCBIGene:23476,brd4,MONDO:0957921,cornelia de lange syndrome 6,biolink:target_for
NCBIGene:23476,brd4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:25,abl1,MONDO:0011996,"chronic myelogenous leukemia, bcr-abl1 positive",biolink:target_for
NCBIGene:25,abl1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:25,abl1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:1499,ctnnb1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007564,pilomatrixoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007959,medulloblastoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0008170,ovarian cancer,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0006292,malignant mesothelioma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0014035,severe intellectual disability-progressive spastic diplegia syndrome,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0019516,exudative vitreoretinopathy,biolink:target_for
UniProtKB:P68431,h31_human histone h3.1 (sprot),MONDO:0021042,glioma,biolink:target_for
UniProtKB:P68431,h31_human histone h3.1 (sprot),UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1956,egfr,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:1956,egfr,MONDO:0014481,"inflammatory skin and bowel disease, neonatal, 2",biolink:target_for
NCBIGene:7297,tyk2,MONDO:0012682,immunodeficiency 35,biolink:target_for
NCBIGene:330,birc3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:331,xiap,MONDO:0010385,x-linked lymphoproliferative disease due to xiap deficiency,biolink:target_for
NCBIGene:330,birc3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6872,taf1,MONDO:0010747,x-linked dystonia-parkinsonism,biolink:target_for
NCBIGene:6872,taf1,MONDO:0010500,"intellectual disability, x-linked, syndromic 33",biolink:target_for
NCBIGene:6872,taf1,MONDO:0010747,x-linked dystonia-parkinsonism,biolink:target_for
NCBIGene:6872,taf1,MONDO:0010500,"intellectual disability, x-linked, syndromic 33",biolink:target_for
NCBIGene:4193,mdm2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4193,mdm2,MONDO:0032868,lessel-kubisch syndrome,biolink:target_for
NCBIGene:6714,src,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6714,src,MONDO:0014837,thrombocytopenia 6,biolink:target_for
NCBIGene:6714,src,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6714,src,MONDO:0014837,thrombocytopenia 6,biolink:target_for
NCBIGene:2321,flt1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7046,tgfbr1,MONDO:0012212,loeys-dietz syndrome 1,biolink:target_for
NCBIGene:7046,tgfbr1,OMIM:132800,multiple self-healing squamous epithelioma,biolink:target_for
NCBIGene:2159,f10,MONDO:0002247,factor x deficiency,biolink:target_for
NCBIGene:5979,ret,UMLS:C2931876,hirschsprung disease 1,biolink:target_for
NCBIGene:5979,ret,MONDO:0015277,medullary thyroid gland carcinoma,biolink:target_for
NCBIGene:5979,ret,DOID:10016,multiple endocrine neoplasia type 2b,biolink:target_for
NCBIGene:5979,ret,MONDO:0008233,pheochromocytoma,biolink:target_for
NCBIGene:5979,ret,DOID:0050430,multiple endocrine neoplasia type 2a,biolink:target_for
NCBIGene:5979,ret,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4773,nfatc2,MONDO:0859369,"joint contractures, osteochondromas, and b-cell lymphoma",biolink:target_for
NCBIGene:1956,egfr,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:1956,egfr,MONDO:0014481,"inflammatory skin and bowel disease, neonatal, 2",biolink:target_for
NCBIGene:331,xiap,MONDO:0010385,x-linked lymphoproliferative disease due to xiap deficiency,biolink:target_for
NCBIGene:6097,rorc,MONDO:0014710,autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete rorgamma receptor deficiency,biolink:target_for
NCBIGene:6597,smarca4,OMIM:613325,rhabdoid tumor predisposition syndrome 2,biolink:target_for
NCBIGene:6597,smarca4,MONDO:0013821,"intellectual disability, autosomal dominant 16",biolink:target_for
NCBIGene:6595,smarca2,MONDO:0011053,intellectual disability-sparse hair-brachydactyly syndrome,biolink:target_for
NCBIGene:6595,smarca2,MONDO:0859139,blepharophimosis-impaired intellectual development syndrome,biolink:target_for
NCBIGene:6595,smarca2,MONDO:0005090,schizophrenia,biolink:target_for
NCBIGene:55193,pbrm1,MONDO:0005086,renal cell carcinoma,biolink:target_for
NCBIGene:7297,tyk2,MONDO:0012682,immunodeficiency 35,biolink:target_for
NCBIGene:9759,hdac4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:9759,hdac4,MONDO:0859232,neurodevelopmental disorder with central hypotonia and dysmorphic facies,biolink:target_for
NCBIGene:9734,hdac9,MONDO:0957543,auriculocondylar syndrome 4,biolink:target_for
NCBIGene:9734,hdac9,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:9971,nr1h4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:9971,nr1h4,MONDO:0014884,"cholestasis, progressive familial intrahepatic, 5",biolink:target_for
NCBIGene:4306,nr3c2,MONDO:0008329,autosomal dominant pseudohypoaldosteronism type 1,biolink:target_for
NCBIGene:4306,nr3c2,MONDO:0011517,pseudohyperaldosteronism type 2,biolink:target_for
NCBIGene:10733,plk4,MONDO:0014516,microcephaly and chorioretinopathy 2,biolink:target_for
NCBIGene:5894,raf1,MONDO:0012690,noonan syndrome 5,biolink:target_for
NCBIGene:5894,raf1,MONDO:0012691,leopard syndrome 2,biolink:target_for
NCBIGene:5894,raf1,MONDO:0014396,dilated cardiomyopathy 1nn,biolink:target_for
NCBIGene:331,xiap,MONDO:0010385,x-linked lymphoproliferative disease due to xiap deficiency,biolink:target_for
NCBIGene:699,bub1,MONDO:0859342,"microcephaly 30, primary, autosomal recessive",biolink:target_for
NCBIGene:10892,malt1,MONDO:0014197,combined immunodeficiency due to malt1 deficiency,biolink:target_for
NCBIGene:10892,malt1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:1499,ctnnb1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007564,pilomatrixoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007959,medulloblastoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0008170,ovarian cancer,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0006292,malignant mesothelioma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0014035,severe intellectual disability-progressive spastic diplegia syndrome,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0019516,exudative vitreoretinopathy,biolink:target_for
NCBIGene:5747,ptk2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:9212,aurkb,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2322,flt3,MONDO:0018874,acute myeloid leukemia,biolink:target_for
NCBIGene:8850,kat2b,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:10369,cacng2,MONDO:0013657,"intellectual disability, autosomal dominant 10",biolink:target_for
NCBIGene:673,braf,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:673,braf,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:673,braf,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:673,braf,MONDO:0011508,"lymphoma, non-hodgkin, familial",biolink:target_for
NCBIGene:673,braf,MONDO:0007265,cardiofaciocutaneous syndrome 1,biolink:target_for
NCBIGene:673,braf,MONDO:0013379,noonan syndrome 7,biolink:target_for
NCBIGene:673,braf,MONDO:0013380,leopard syndrome 3,biolink:target_for
NCBIGene:3417,idh1,MONDO:0021042,glioma,biolink:target_for
NCBIGene:3417,idh1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5604,map2k1,MONDO:0014113,cardiofaciocutaneous syndrome 3,biolink:target_for
NCBIGene:5604,map2k1,MONDO:0007970,melorheostosis,biolink:target_for
NCBIGene:4193,mdm2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4193,mdm2,MONDO:0032868,lessel-kubisch syndrome,biolink:target_for
NCBIGene:5138,pde2a,MONDO:0030900,intellectual developmental disorder with paroxysmal dyskinesia or seizures,biolink:target_for
NCBIGene:3832,kif11,MONDO:0007918,"microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability",biolink:target_for
NCBIGene:6197,rps6ka3,MONDO:0010561,coffin-lowry syndrome,biolink:target_for
NCBIGene:6197,rps6ka3,MONDO:0010447,"intellectual disability, x-linked 19",biolink:target_for
NCBIGene:6197,rps6ka3,MONDO:0010561,coffin-lowry syndrome,biolink:target_for
NCBIGene:6197,rps6ka3,MONDO:0010447,"intellectual disability, x-linked 19",biolink:target_for
NCBIGene:2146,ezh2,MONDO:0010193,weaver syndrome,biolink:target_for
NCBIGene:2146,ezh2,MONDO:0010193,weaver syndrome,biolink:target_for
NCBIGene:2146,ezh2,MONDO:0010193,weaver syndrome,biolink:target_for
NCBIGene:2146,ezh2,MONDO:0010193,weaver syndrome,biolink:target_for
NCBIGene:5468,pparg,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5468,pparg,MONDO:0011122,obesity disorder,biolink:target_for
NCBIGene:5468,pparg,MONDO:0020088,familial partial lipodystrophy,biolink:target_for
NCBIGene:5468,pparg,MONDO:0021042,glioma,biolink:target_for
NCBIGene:5927,kdm5a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:10765,kdm5b,MONDO:0020850,"intellectual disability, autosomal recessive 65",biolink:target_for
NCBIGene:8242,kdm5c,MONDO:0010355,syndromic x-linked intellectual disability claes-jensen type,biolink:target_for
NCBIGene:5927,kdm5a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:10765,kdm5b,MONDO:0020850,"intellectual disability, autosomal recessive 65",biolink:target_for
NCBIGene:5927,kdm5a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5594,mapk1,MONDO:0033669,noonan syndrome 13,biolink:target_for
NCBIGene:10846,pde10a,MONDO:0044637,infantile-onset generalized dyskinesia with orofacial involvement,biolink:target_for
NCBIGene:10846,pde10a,MONDO:0014835,"striatal degeneration, autosomal dominant 2",biolink:target_for
NCBIGene:3932,lck,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:3932,lck,MONDO:0014334,severe combined immunodeficiency due to lck deficiency,biolink:target_for
NCBIGene:695,btk,MONDO:0010421,bruton-type agammaglobulinemia,biolink:target_for
NCBIGene:695,btk,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:target_for
NCBIGene:695,btk,MONDO:0010421,bruton-type agammaglobulinemia,biolink:target_for
NCBIGene:695,btk,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:target_for
NCBIGene:3418,idh2,MONDO:0013345,d-2-hydroxyglutaric aciduria 2,biolink:target_for
NCBIGene:3418,idh2,MONDO:0021042,glioma,biolink:target_for
NCBIGene:3418,idh2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5927,kdm5a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:8242,kdm5c,MONDO:0010355,syndromic x-linked intellectual disability claes-jensen type,biolink:target_for
NCBIGene:31,acaca,MONDO:0013493,acetyl-coa carboxylase deficiency,biolink:target_for
NCBIGene:10846,pde10a,MONDO:0044637,infantile-onset generalized dyskinesia with orofacial involvement,biolink:target_for
NCBIGene:10846,pde10a,MONDO:0014835,"striatal degeneration, autosomal dominant 2",biolink:target_for
NCBIGene:10013,hdac6,MONDO:0010463,"x-linked dominant chondrodysplasia, chassaing-lacombe type",biolink:target_for
NCBIGene:10013,hdac6,MONDO:0010463,"x-linked dominant chondrodysplasia, chassaing-lacombe type",biolink:target_for
NCBIGene:10013,hdac6,MONDO:0010463,"x-linked dominant chondrodysplasia, chassaing-lacombe type",biolink:target_for
NCBIGene:1436,csf1r,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1436,csf1r,MONDO:0800027,"leukoencephalopathy, diffuse hereditary, with spheroids 1",biolink:target_for
NCBIGene:1436,csf1r,MONDO:0032772,"brain abnormalities, neurodegeneration, and dysosteosclerosis",biolink:target_for
NCBIGene:6536,slc6a9,MONDO:0015010,atypical glycine encephalopathy,biolink:target_for
NCBIGene:5604,map2k1,MONDO:0014113,cardiofaciocutaneous syndrome 3,biolink:target_for
NCBIGene:5604,map2k1,MONDO:0007970,melorheostosis,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0018638,pseudohypoaldosteronism,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0018638,pseudohypoaldosteronism,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0018638,pseudohypoaldosteronism,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0018638,pseudohypoaldosteronism,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:1675,cfd,MONDO:0013487,recurrent neisseria infections due to factor d deficiency,biolink:target_for
NCBIGene:629,cfb,MONDO:0014207,age related macular degeneration 14,biolink:target_for
NCBIGene:629,cfb,MONDO:0001549,hemolytic-uremic syndrome,biolink:target_for
NCBIGene:629,cfb,MONDO:0014255,complement factor b deficiency,biolink:target_for
NCBIGene:4914,ntrk1,MONDO:0009746,hereditary sensory and autonomic neuropathy type 4,biolink:target_for
NCBIGene:4914,ntrk1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:596,bcl2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:330,birc3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:8019,brd3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:8019,brd3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:8019,brd3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:23476,brd4,MONDO:0957921,cornelia de lange syndrome 6,biolink:target_for
NCBIGene:23476,brd4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:23476,brd4,MONDO:0957921,cornelia de lange syndrome 6,biolink:target_for
NCBIGene:23476,brd4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:23476,brd4,MONDO:0957921,cornelia de lange syndrome 6,biolink:target_for
NCBIGene:23476,brd4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:676,brdt,MONDO:0054725,spermatogenic failure 21,biolink:target_for
NCBIGene:676,brdt,MONDO:0054725,spermatogenic failure 21,biolink:target_for
NCBIGene:676,brdt,MONDO:0054725,spermatogenic failure 21,biolink:target_for
NCBIGene:5290,pik3ca,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0007254,breast cancer,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0008170,ovarian cancer,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0007256,hepatocellular carcinoma,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0008420,seborrheic keratosis,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0011240,megalencephaly-capillary malformation-polymicrogyria syndrome,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0013038,cloves syndrome,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0014047,cowden syndrome 5,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0013125,clapo syndrome,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0007962,megalodactyly,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0859192,cerebral cavernous malformation 4,biolink:target_for
NCBIGene:5290,pik3ca,MONDO:0011723,hemifacial myohyperplasia,biolink:target_for
NCBIGene:4193,mdm2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4193,mdm2,MONDO:0032868,lessel-kubisch syndrome,biolink:target_for
NCBIGene:4193,mdm2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4193,mdm2,MONDO:0032868,lessel-kubisch syndrome,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0018638,pseudohypoaldosteronism,biolink:target_for
NCBIGene:65125,wnk1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:65267,wnk3,MONDO:0010667,prieto syndrome,biolink:target_for
NCBIGene:65266,wnk4,MONDO:0018638,pseudohypoaldosteronism,biolink:target_for
NCBIGene:2264,fgfr4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:23476,brd4,MONDO:0957921,cornelia de lange syndrome 6,biolink:target_for
NCBIGene:23476,brd4,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:3716,jak1,MONDO:0033558,"autoinflammation, immune dysregulation, and eosinophilia",biolink:target_for
NCBIGene:3717,jak2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:3717,jak2,MONDO:0010947,budd-chiari syndrome,biolink:target_for
NCBIGene:3717,jak2,MONDO:0009891,acquired polycythemia vera,biolink:target_for
NCBIGene:3717,jak2,MONDO:0013794,thrombocythemia 3,biolink:target_for
NCBIGene:3717,jak2,MONDO:0044903,myelofibrosis,biolink:target_for
NCBIGene:3717,jak2,MONDO:0018874,acute myeloid leukemia,biolink:target_for
NCBIGene:7297,tyk2,MONDO:0012682,immunodeficiency 35,biolink:target_for
NCBIGene:120892,lrrk2,UMLS:C3501658,parkinson disease 8,biolink:target_for
NCBIGene:120892,lrrk2,UMLS:C3501658,parkinson disease 8,biolink:target_for
NCBIGene:1969,epha2,MONDO:0007288,cataract 6 multiple types,biolink:target_for
NCBIGene:1969,epha2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4851,notch1,MONDO:0024523,aortic valve disease 1,biolink:target_for
NCBIGene:4851,notch1,MONDO:0014459,adams-oliver syndrome 5,biolink:target_for
NCBIGene:3516,rbpj,MONDO:0013895,adams-oliver syndrome 3,biolink:target_for
NCBIGene:26227,phgdh,MONDO:0011152,phgdh deficiency,biolink:target_for
NCBIGene:26227,phgdh,MONDO:0009736,neu-laxova syndrome 1,biolink:target_for
NCBIGene:9563,h6pd,MONDO:0011503,cortisone reductase deficiency 1,biolink:target_for
NCBIGene:3350,htr1a,MONDO:0044660,menstrual cycle-dependent periodic fever,biolink:target_for
NCBIGene:760,ca2,MONDO:0009818,autosomal recessive osteopetrosis 3,biolink:target_for
NCBIGene:6850,syk,MONDO:0030308,immunodeficiency 82 with systemic inflammation,biolink:target_for
NCBIGene:1786,dnmt1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:1786,dnmt1,MONDO:0011397,"autosomal dominant cerebellar ataxia, deafness and narcolepsy",biolink:target_for
NCBIGene:1786,dnmt1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:1786,dnmt1,MONDO:0011397,"autosomal dominant cerebellar ataxia, deafness and narcolepsy",biolink:target_for
NCBIGene:1788,dnmt3a,MONDO:0014382,tatton-brown-rahman overgrowth syndrome,biolink:target_for
NCBIGene:1788,dnmt3a,MONDO:0018874,acute myeloid leukemia,biolink:target_for
NCBIGene:1788,dnmt3a,MONDO:0032882,heyn-sproul-jackson syndrome,biolink:target_for
NCBIGene:2693,ghsr,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:target_for
NCBIGene:2693,ghsr,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:target_for
NCBIGene:2693,ghsr,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:target_for
NCBIGene:3702,itk,MONDO:0013081,lymphoproliferative syndrome 1,biolink:target_for
NCBIGene:1487,ctbp1,MONDO:0060666,"hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",biolink:target_for
NCBIGene:1487,ctbp1,MONDO:0060666,"hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",biolink:target_for
NCBIGene:1487,ctbp1,MONDO:0060666,"hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",biolink:target_for
NCBIGene:1487,ctbp1,MONDO:0060666,"hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",biolink:target_for
NCBIGene:1487,ctbp1,MONDO:0060666,"hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",biolink:target_for
NCBIGene:1487,ctbp1,MONDO:0060666,"hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",biolink:target_for
NCBIGene:83990,brip1,MONDO:0007254,breast cancer,biolink:target_for
NCBIGene:83990,brip1,MONDO:0012187,fanconi anemia complementation group j,biolink:target_for
NCBIGene:5058,pak1,MONDO:0032568,"intellectual developmental disorder with macrocephaly, seizures, and speech delay",biolink:target_for
NCBIGene:4486,mst1r,MONDO:0015459,nasopharyngeal carcinoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:1499,ctnnb1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007564,pilomatrixoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007959,medulloblastoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0008170,ovarian cancer,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0006292,malignant mesothelioma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0014035,severe intellectual disability-progressive spastic diplegia syndrome,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0019516,exudative vitreoretinopathy,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:1499,ctnnb1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007564,pilomatrixoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007959,medulloblastoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0008170,ovarian cancer,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0006292,malignant mesothelioma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0014035,severe intellectual disability-progressive spastic diplegia syndrome,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0019516,exudative vitreoretinopathy,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:1499,ctnnb1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007564,pilomatrixoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0007959,medulloblastoma,biolink:target_for
NCBIGene:1499,ctnnb1,MONDO:0008170,ovarian cancer,biolink:target_for
