drug_id,drug_name,disease_id,disease_name,edge_name
DRUGBANK:DB11312,Protein C,MONDO:0007390,coumarin resistance,biolink:treats
CHEBI:17621,Flavin mononucleotide,MONDO:0007402,"creatine phosphokinase, elevated serum",biolink:treats
CHEBI:27373,Dexpanthenol,MONDO:0007402,"creatine phosphokinase, elevated serum",biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0007402,"creatine phosphokinase, elevated serum",biolink:treats
CHEBI:4975,Famotidine,MONDO:0007404,Cri-du-chat syndrome,biolink:treats
CHEBI:41423,Celecoxib,MONDO:0007413,Cyprus facial-neuromusculoskeletal syndrome,biolink:treats
CHEBI:9168,Sirolimus,MONDO:0007414,Gorham-Stout disease,biolink:treats
CHEBI:40279,Allopurinol,MONDO:0007416,Balkan nephropathy,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007416,Balkan nephropathy,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0007446,dermatosis papulosa nigra,biolink:treats
CHEBI:3398,Carbinoxamine,MONDO:0007448,familial dermatographia,biolink:treats
CHEBI:4046,Cyproheptadine,MONDO:0007448,familial dermatographia,biolink:treats
CHEBI:4464,Dexchlorpheniramine,MONDO:0007448,familial dermatographia,biolink:treats
CHEBI:8461,Promethazine,MONDO:0007448,familial dermatographia,biolink:treats
UNII:9X7O8V25IT,Collagenase clostridium histolyticum,MONDO:0007476,familial Dupuytren contracture,biolink:treats
CHEBI:68855,Ioflupane I-123,MONDO:0007488,Lewy body dementia,biolink:treats
CHEBI:8874,Rivastigmine,MONDO:0007488,Lewy body dementia,biolink:treats
CHEBI:92769,Iobenguane,MONDO:0007488,Lewy body dementia,biolink:treats
UNII:3O2T2PJ89D,DONEPEZIL HYDROCHLORIDE,MONDO:0007488,Lewy body dementia,biolink:treats
CHEBI:32130,Silver nitrate,MONDO:0007501,"preauricular fistulae, congenital",biolink:treats
RXCUI:606589,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution,MONDO:0007501,"preauricular fistulae, congenital",biolink:treats
CHEBI:17833,Gentamicin,MONDO:0007547,epidermoid cysts,biolink:treats
DRUGBANK:DB14112,Human vaccinia virus immune globulin,MONDO:0007550,"epidermolysis bullosa simplex 1A, generalized severe",biolink:treats
CHEBI:10023,Voriconazole,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:1864,4-HYDROXYCYCLOPHOSPHAMIDE,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:27899,Cisplatin,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:31348,Capecitabine,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:31617,fludeoxyglucose (18F),MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:31824,MESNA,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:3441,Carvedilol,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:46345,Fluorouracil,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:46859,Polidocanol,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:4846,ERYTHROMYCIN ESTOLATE,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:7514,Neostigmine,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:7660,nystatin,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:8382,Prednisone,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:9423,technetium (99mTc) sestamibi,MONDO:0007576,esophageal cancer,biolink:treats
UNII:31YO63LBSN,Nivolumab,MONDO:0007576,esophageal cancer,biolink:treats
UNII:6T8C155666,Ipilimumab,MONDO:0007576,esophageal cancer,biolink:treats
UNII:DPT0O3T46P,Pembrolizumab,MONDO:0007576,esophageal cancer,biolink:treats
UNII:L63605PZ70,TALAPORFIN SODIUM,MONDO:0007576,esophageal cancer,biolink:treats
CHEBI:188559,Palovarotene,MONDO:0007606,fibrodysplasia ossificans progressiva,biolink:treats
CHEBI:116735,Benzocaine,MONDO:0007652,gastric mucosal hypertrophy,biolink:treats
CHEBI:6375,Lansoprazole,MONDO:0007652,gastric mucosal hypertrophy,biolink:treats
CHEBI:31236,Aripiprazole,MONDO:0007661,Tourette syndrome,biolink:treats
CHEBI:5613,Haloperidol,MONDO:0007661,Tourette syndrome,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007699,Hashimoto thyroiditis,biolink:treats
CHEBI:6484,LIOTHYRONINE SODIUM,MONDO:0007699,Hashimoto thyroiditis,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0007699,Hashimoto thyroiditis,biolink:treats
DRUGBANK:DB09100,"Thyroid, porcine",MONDO:0007699,Hashimoto thyroiditis,biolink:treats
MESH:D013962,Thyroid (USP),MONDO:0007699,Hashimoto thyroiditis,biolink:treats
CHEBI:68554,Deferiprone,MONDO:0007705,Heinz body anemia,biolink:treats
CHEBI:28918,Epinephrine,MONDO:0007717,hemoglobin--variants for which the chain carrying the mutation 1S unknown or uncertain,biolink:treats
CHEBI:8382,Prednisone,MONDO:0007718,"hepatic adenomas, familial",biolink:treats
UNII:37CQ2C7X93,Canakinumab,MONDO:0007727,autosomal dominant familial periodic fever,biolink:treats
CHEBI:4911,Etoposide,MONDO:0007739,Huntington disease,biolink:treats
CHEBI:64028,Tetrabenazine,MONDO:0007739,Huntington disease,biolink:treats
UNII:54K37P50KH,Valbenazine,MONDO:0007739,Huntington disease,biolink:treats
CHEBI:15940,Niacin,MONDO:0007750,"hypercholesterolemia, familial, 1",biolink:treats
CHEBI:2911,atorvastatin calcium trihydrate,MONDO:0007750,"hypercholesterolemia, familial, 1",biolink:treats
CHEBI:5001,Fenofibrate,MONDO:0007750,"hypercholesterolemia, familial, 1",biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007750,"hypercholesterolemia, familial, 1",biolink:treats
CHEBI:9150,Simvastatin,MONDO:0007750,"hypercholesterolemia, familial, 1",biolink:treats
CHEBI:32020,Pitavastatin,MONDO:0007751,"hypercholesterolemia, autosomal dominant, type B",biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007751,"hypercholesterolemia, autosomal dominant, type B",biolink:treats
CHEBI:16199,Urea,MONDO:0007756,hyperkeratosis lenticularis perstans,biolink:treats
CHEBI:9180,SODIUM SALICYLATE,MONDO:0007756,hyperkeratosis lenticularis perstans,biolink:treats
CHEBI:16199,Urea,MONDO:0007758,"epidermolytic palmoplantar keratoderma, 1",biolink:treats
CHEBI:9180,SODIUM SALICYLATE,MONDO:0007758,"epidermolytic palmoplantar keratoderma, 1",biolink:treats
CHEBI:15940,Niacin,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",biolink:treats
CHEBI:49040,Ezetimibe,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",biolink:treats
CHEBI:5296,Gemfibrozil,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",biolink:treats
CHEBI:15940,Niacin,MONDO:0007762,hyperlipoproteinemia type V,biolink:treats
CHEBI:5001,Fenofibrate,MONDO:0007762,hyperlipoproteinemia type V,biolink:treats
CHEBI:5296,Gemfibrozil,MONDO:0007762,hyperlipoproteinemia type V,biolink:treats
CHEBI:84883,Icosapent ethyl,MONDO:0007762,hyperlipoproteinemia type V,biolink:treats
CHEBI:9150,Simvastatin,MONDO:0007762,hyperlipoproteinemia type V,biolink:treats
CHEBI:16684,Atropine,MONDO:0007774,hyperreflexia,biolink:treats
CHEBI:49575,Diazepam,MONDO:0007774,hyperreflexia,biolink:treats
CHEBI:90972,GLYCOPYRROLATE,MONDO:0007774,hyperreflexia,biolink:treats
RXCUI:2637040,glycopyrronium / neostigmine Prefilled Syringe,MONDO:0007774,hyperreflexia,biolink:treats
CHEBI:15940,Niacin,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:18145,Vitamin E,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:25681,Omega-3 fatty acids,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:28364,Icosapent,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:5001,Fenofibrate,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:50861,Treprostinil,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:5296,Gemfibrozil,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:7916,"PANTOTHENIC ACID, RACEMIC",MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:9150,Simvastatin,MONDO:0007788,hypertriglyceridemia 1,biolink:treats
CHEBI:31524,Droxidopa,MONDO:0007803,multiple system atrophy,biolink:treats
CHEBI:9180,SODIUM SALICYLATE,MONDO:0007812,"ichthyosis, lamellar, autosomal dominant",biolink:treats
CHEBI:4911,Etoposide,MONDO:0007827,inclusion body myositis,biolink:treats
CHEBI:17833,Gentamicin,MONDO:0007831,"insect Stings, hypersensitivity to",biolink:treats
CHEBI:28918,Epinephrine,MONDO:0007831,"insect Stings, hypersensitivity to",biolink:treats
CHEBI:3077,Betamethasone,MONDO:0007831,"insect Stings, hypersensitivity to",biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0007831,"insect Stings, hypersensitivity to",biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0007831,"insect Stings, hypersensitivity to",biolink:treats
CHEBI:8382,Prednisone,MONDO:0007831,"insect Stings, hypersensitivity to",biolink:treats
CHEBI:4495,Diazoxide,MONDO:0007834,islet cell adenomatosis,biolink:treats
PUBCHEM.COMPOUND:46214236,Docetaxel hydrate,MONDO:0007856,palmoplantar keratoderma-esophageal carcinoma syndrome,biolink:treats
CHEBI:9168,Sirolimus,MONDO:0007864,angioosteohypertrophic syndrome,biolink:treats
UNII:PPP8783IQ1,Technetium Tc-99m pertechnetate,MONDO:0007871,familial congenital nasolacrimal duct obstruction,biolink:treats
CHEBI:8382,Prednisone,MONDO:0007883,"periodic fever, immunodeficiency, and thrombocytopenia syndrome",biolink:treats
CHEBI:16469,Estradiol,MONDO:0007886,uterine corpus leiomyoma,biolink:treats
CHEBI:16684,Atropine,MONDO:0007886,uterine corpus leiomyoma,biolink:treats
CHEBI:5812,Hydroxyprogesterone caproate,MONDO:0007886,uterine corpus leiomyoma,biolink:treats
CHEBI:6427,Leuprolide,MONDO:0007886,uterine corpus leiomyoma,biolink:treats
CHEBI:6904,Metoprolol,MONDO:0007893,Noonan syndrome with multiple lentigines,biolink:treats
UNII:NQX9KB6PCL,Somatotropin,MONDO:0007893,Noonan syndrome with multiple lentigines,biolink:treats
CHEBI:1864,4-HYDROXYCYCLOPHOSPHAMIDE,MONDO:0007896,acute monocytic leukemia,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007896,acute monocytic leukemia,biolink:treats
CHEBI:10033,Warfarin,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:17824,Isopropyl alcohol,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:2948,Azathioprine,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:3139,bleomycin,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:31414,Clobetasol propionate,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:3215,Bupivacaine,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:3897,Cortisone acetate,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:46081,Fluconazole,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:4911,Etoposide,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:5801,Hydroxychloroquine,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:5855,Ibuprofen,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:8382,Prednisone,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:8890,Ropivacaine,MONDO:0007915,systemic lupus erythematosus,biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0007915,systemic lupus erythematosus,biolink:treats
UNII:38RL9AE51Q,Anifrolumab,MONDO:0007915,systemic lupus erythematosus,biolink:treats
UNII:73B0K5S26A,Belimumab,MONDO:0007915,systemic lupus erythematosus,biolink:treats
PUBCHEM.COMPOUND:52946590,isosulfan blue inner salt,MONDO:0007920,lymphatic malformation 5,biolink:treats
UNII:39N9K8S2A4,isosulfan blue,MONDO:0007920,lymphatic malformation 5,biolink:treats
CHEBI:16199,Urea,MONDO:0007921,yellow nail syndrome,biolink:treats
CHEBI:28918,Epinephrine,MONDO:0007921,yellow nail syndrome,biolink:treats
CHEBI:9180,SODIUM SALICYLATE,MONDO:0007921,yellow nail syndrome,biolink:treats
CHEBI:63791,Lenalidomide,MONDO:0007925,myelodysplastic syndrome associated with isolated del(5q),biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0007935,cystoid macular edema,biolink:treats
UNII:15C2VL427D,Aflibercept,MONDO:0007935,cystoid macular edema,biolink:treats
UNII:QC4F7FKK7I,Faricimab,MONDO:0007935,cystoid macular edema,biolink:treats
CHEBI:59773,Cromoglicic acid,MONDO:0007950,mastocytosis,biolink:treats
CHEBI:3423,Carmustine,MONDO:0007959,medulloblastoma,biolink:treats
CHEBI:6709,Meclizine,MONDO:0007972,Meniere disease,biolink:treats
CHEBI:16684,Atropine,MONDO:0007989,congenital microcoria,biolink:treats
CHEBI:16684,Atropine,MONDO:0008015,motion sickness,biolink:treats
CHEBI:16794,Scopolamine,MONDO:0008015,motion sickness,biolink:treats
CHEBI:4636,Diphenhydramine,MONDO:0008015,motion sickness,biolink:treats
CHEBI:4735,Edetic acid,MONDO:0008015,motion sickness,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0008015,motion sickness,biolink:treats
CHEBI:6709,Meclizine,MONDO:0008015,motion sickness,biolink:treats
CHEBI:8069,Phenobarbital,MONDO:0008015,motion sickness,biolink:treats
CHEBI:8461,Promethazine,MONDO:0008015,motion sickness,biolink:treats
UNII:PVI5M0M1GW,Filgrastim,MONDO:0008090,cyclic hematopoiesis,biolink:treats
CHEBI:3755,CLOMIPRAMINE HYDROCHLORIDE,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:4911,Etoposide,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:5118,Fluoxetine,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:5138,Fluvoxamine,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:7936,Paroxetine,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:9123,Sertraline,MONDO:0008114,obsessive-compulsive disorder,biolink:treats
CHEBI:135947,Bazedoxifene,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:135983,Teriparatide,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:16469,Estradiol,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:2566,alendronate sodium trihydrate,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:3306,calcitonin (salmon),MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:46557,Zoledronic acid,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:4873,ESTROPIPATE,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:8389,Conjugated estrogens,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
RXCUI:1157355,ethinyl estradiol / norethindrone Pill,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
RXCUI:2556795,Myfembree Pill,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
RXCUI:402099,Climara Pro,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
UNII:KU59Z0XVL4,NE58043,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
UNII:UMD7G2653W,Ibandronate,MONDO:0008159,postmenopausal osteoporosis,biolink:treats
CHEBI:134689,Rucaparib,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:175901,Gemcitabine,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:176844,Niraparib,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:27899,Cisplatin,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:28748,Doxorubicin,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:28876,Melphalan,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:3139,bleomycin,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:31617,fludeoxyglucose (18F),MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:31647,GEMCITABINE HYDROCHLORIDE,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:31824,MESNA,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:45863,Paclitaxel,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:4903,Ethinylestradiol,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:4911,Etoposide,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:50838,Drospirenone,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:5864,Ifosfamide,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:83766,Olaparib,MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:84050,Trabectedin,MONDO:0008170,ovarian cancer,biolink:treats
PUBCHEM.COMPOUND:46214236,Docetaxel hydrate,MONDO:0008170,ovarian cancer,biolink:treats
UNII:2S9ZZM9Q9V,Bevacizumab,MONDO:0008170,ovarian cancer,biolink:treats
UNII:3A58010674,Pegfilgrastim,MONDO:0008170,ovarian cancer,biolink:treats
UNII:F7BD3Z4X8L,Pafolacianine,MONDO:0008170,ovarian cancer,biolink:treats
UNII:O0BO5T84GD,Nogitecan hydrochloride (4:5),MONDO:0008170,ovarian cancer,biolink:treats
CHEBI:116735,Benzocaine,MONDO:0008179,paroxysmal extreme pain disorder,biolink:treats
CHEBI:135946,Sincalide,MONDO:0008185,hereditary chronic pancreatitis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008185,hereditary chronic pancreatitis,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0008193,"paralysis agitans, juvenile, of Hunt",biolink:treats
UNII:EO144CP0X9,Avalglucosidase alfa,MONDO:0008199,late-onset Parkinson disease,biolink:treats
CHEBI:8597,Protriptyline,MONDO:0008201,Perry syndrome,biolink:treats
CHEBI:2948,Azathioprine,MONDO:0008219,pemphigus vulgaris,biolink:treats
CHEBI:31414,Clobetasol propionate,MONDO:0008219,pemphigus vulgaris,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0008219,pemphigus vulgaris,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0008219,pemphigus vulgaris,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0008219,pemphigus vulgaris,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008219,pemphigus vulgaris,biolink:treats
UNII:4F4X42SYQ6,Rituximab,MONDO:0008219,pemphigus vulgaris,biolink:treats
CHEBI:101085,Diclofenamide,MONDO:0008223,hypokalemic periodic paralysis,biolink:treats
CHEBI:17544,hydrogencarbonate,MONDO:0008223,hypokalemic periodic paralysis,biolink:treats
CHEBI:29103,Potassium cation,MONDO:0008223,hypokalemic periodic paralysis,biolink:treats
CHEBI:32588,Potassium chloride,MONDO:0008223,hypokalemic periodic paralysis,biolink:treats
CHEBI:4508,DICLOFENAC POTASSIUM,MONDO:0008223,hypokalemic periodic paralysis,biolink:treats
CHEBI:101085,Diclofenamide,MONDO:0008224,hyperkalemic periodic paralysis,biolink:treats
CHEBI:17439,Cyanocobalamin,MONDO:0008228,pernicious anemia,biolink:treats
CHEBI:22652,Ascorbic acid,MONDO:0008228,pernicious anemia,biolink:treats
CHEBI:27470,Folic acid,MONDO:0008228,pernicious anemia,biolink:treats
CHEBI:31974,Pentagastrin,MONDO:0008228,pernicious anemia,biolink:treats
PUBCHEM.COMPOUND:129669021,Hydroxocobalamin hydrochloride,MONDO:0008228,pernicious anemia,biolink:treats
PUBCHEM.COMPOUND:92043599,erythropoietin,MONDO:0008228,pernicious anemia,biolink:treats
UNII:Q6U6J48BWY,Imiglucerase,MONDO:0008228,pernicious anemia,biolink:treats
CHEBI:177836,Dacarbazine,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:18357,Norepinephrine,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:4026,CYCLOPHOSPHAMIDE,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:68478,Everolimus,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:6912,Metyrosine,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:79401,VINCRISTINE SULFATE,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:8077,Phenoxybenzamine,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:8081,Phentolamine,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:8499,Propranolol,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:92769,Iobenguane,MONDO:0008233,pheochromocytoma,biolink:treats
UNII:094DKY9OHM,Metirosine hydrochloride,MONDO:0008233,pheochromocytoma,biolink:treats
CHEBI:135047,Phenyltoloxamine,MONDO:0008268,polydactyly-myopia syndrome,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0008268,polydactyly-myopia syndrome,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008268,polydactyly-myopia syndrome,biolink:treats
CHEBI:9241,Spironolactone,MONDO:0008268,polydactyly-myopia syndrome,biolink:treats
CHEBI:36161,Hematin,MONDO:0008294,acute intermittent porphyria,biolink:treats
CHEBI:3647,Chlorpromazine,MONDO:0008294,acute intermittent porphyria,biolink:treats
CHEBI:4911,Etoposide,MONDO:0008300,Prader-Willi syndrome,biolink:treats
UNII:NQX9KB6PCL,Somatotropin,MONDO:0008300,Prader-Willi syndrome,biolink:treats
CHEBI:47097,Lonafarnib,MONDO:0008310,Hutchinson-Gilford progeria syndrome,biolink:treats
CHEBI:134689,Rucaparib,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:134703,Fluciclovine (18F),MONDO:0008315,prostate cancer,biolink:treats
CHEBI:135961,Degarelix,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:15428,Glycine,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:229648,Flotufolastat F-18,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:27899,Cisplatin,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:30429,Indium,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:31824,MESNA,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:3668,Choline salicylate,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:37117,Thallous chloride,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:46557,Zoledronic acid,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:4672,Docetaxel,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:4911,Etoposide,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:5062,Finasteride,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:50727,MITOXANTRONE HYDROCHLORIDE,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:5132,Flutamide,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:521033,Dutasteride,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:5864,Ifosfamide,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:63584,Cabazitaxel,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:6427,Leuprolide,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:68639,abiraterone acetate,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:83766,Olaparib,MONDO:0008315,prostate cancer,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0008315,prostate cancer,biolink:treats
PUBCHEM.COMPOUND:441410,Leuprorelin acetate,MONDO:0008315,prostate cancer,biolink:treats
PUBCHEM.COMPOUND:46214236,Docetaxel hydrate,MONDO:0008315,prostate cancer,biolink:treats
UNII:3934EF02T7,Piflufolastat F 18,MONDO:0008315,prostate cancer,biolink:treats
UNII:C7S8VWP5DH,PAMIDRONATE DISODIUM,MONDO:0008315,prostate cancer,biolink:treats
UNII:EXT215F4ZU,DEGARELIX ACETATE,MONDO:0008315,prostate cancer,biolink:treats
UNII:G6UF363ECX,Lutetium Lu-177 vipivotide tetraxetan,MONDO:0008315,prostate cancer,biolink:treats
UNII:P76B05O5V6,Relugolix,MONDO:0008315,prostate cancer,biolink:treats
UNII:ZJ0EKR6M10,Gallium Ga-68 gozetotide,MONDO:0008315,prostate cancer,biolink:treats
RXCUI:54955,Polysporin,MONDO:0008337,familial pterygium of the conjunctiva,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0008340,"ptosis, hereditary congenital, 1",biolink:treats
CHEBI:6484,LIOTHYRONINE SODIUM,MONDO:0008340,"ptosis, hereditary congenital, 1",biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0008340,"ptosis, hereditary congenital, 1",biolink:treats
CHEBI:8382,Prednisone,MONDO:0008340,"ptosis, hereditary congenital, 1",biolink:treats
DRUGBANK:DB16736,Allogeneic processed thymus tissue,MONDO:0008340,"ptosis, hereditary congenital, 1",biolink:treats
CHEBI:15544,Alprostadil,MONDO:0008343,pulmonary atresia with ventricular septal defect,biolink:treats
CHEBI:31414,Clobetasol propionate,MONDO:0008353,pruritic urticarial papules and plaques of pregnancy,biolink:treats
CHEBI:5134,Fluticasone,MONDO:0008353,pruritic urticarial papules and plaques of pregnancy,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008353,pruritic urticarial papules and plaques of pregnancy,biolink:treats
CHEBI:16684,Atropine,MONDO:0008375,retinal detachment,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008375,retinal detachment,biolink:treats
CHEBI:1864,4-HYDROXYCYCLOPHOSPHAMIDE,MONDO:0008380,retinoblastoma,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0008380,retinoblastoma,biolink:treats
CHEBI:8382,Prednisone,MONDO:0008380,retinoblastoma,biolink:treats
